year,booksNum
1800,4
1810,8
1820,8
1830,5
1840,4
1850,4
1860,4
1870,16
1880,18
1890,13
1900,19
1910,6
1920,28
1930,57
1940,35
1950,1734
1960,1629
1970,3457
1980,35045
1990,41091
2000,40136
